"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4001","User can create a group and see it in the groups list","tests","2026-06-14","passed","2026-06-14","","test_group_detail","",""
"","3527","Moderator can edit group name and description","tests","2026-06-14","passed","2026-06-14","","test_edit_group","",""
"","3842","Moderator can generate an invite link for their group","tests","2026-06-14","passed","2026-06-14","","test_group_invite","",""
"","1528","Items list page loads and search is available","tests","2026-06-14","passed","2026-06-14","","test_items_list","",""
"","1844","Groups list page loads and displays correctly","tests","2026-06-14","passed","2026-06-14","","test_groups_list","",""
"","2679","User can log in with email and password","tests","2026-06-14","passed","2026-06-14","","test_login","",""
"","4001","Moderator can delete a group they created","tests","2026-06-14","passed","2026-06-14","","test_delete_group","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-14","skipped","2026-06-14","","test_borrow_return_flow","",""
"","11460","User can add a new item to their inventory","tests","2026-06-14","passed","2026-06-14","","test_add_item","",""
"","10399","User can edit item name and description","tests","2026-06-14","passed","2026-06-14","","test_edit_item","",""
"","532","Profile page loads and displays personal information","tests","2026-06-14","passed","2026-06-14","","test_profile","",""
"","12803","User can delete an available item","tests","2026-06-14","passed","2026-06-14","","test_delete_item","",""
"","3381","User can log out successfully","tests","2026-06-14","passed","2026-06-14","","test_logout","",""
"","9501","User can create an item and see it in inventory","tests","2026-06-14","passed","2026-06-14","","test_item_detail","",""
"","3192","User can create a new group and become its moderator","tests","2026-06-14","passed","2026-06-14","","test_create_group","",""
"","893","User can update their bio on the profile page","tests","2026-06-14","passed","2026-06-14","","test_profile","",""
