"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-07-21","skipped","2026-07-21","","test_borrow_return_flow","",""
"","14008","Groups list page loads and displays correctly","tests","2026-07-21","passed","2026-07-21","","test_groups_list","",""
"","39367","Moderator can generate an invite link for their group","tests","2026-07-21","broken","2026-07-21","","test_group_invite","",""
"","21297","User can add a new item to their inventory","tests","2026-07-21","passed","2026-07-21","","test_add_item","",""
"","3555","User can log in with email and password","tests","2026-07-21","passed","2026-07-21","","test_login","",""
"","29445","User can edit item name and description","tests","2026-07-21","passed","2026-07-21","","test_edit_item","",""
"","1318","Profile page loads and displays personal information","tests","2026-07-21","passed","2026-07-21","","test_profile","",""
"","41888","Moderator can edit group name and description","tests","2026-07-21","broken","2026-07-21","","test_edit_group","",""
"","39003","User can create a new group and become its moderator","tests","2026-07-21","broken","2026-07-21","","test_create_group","",""
"","11715","User can create an item and see it in inventory","tests","2026-07-21","passed","2026-07-21","","test_item_detail","",""
"","1284","User can update their bio on the profile page","tests","2026-07-21","passed","2026-07-21","","test_profile","",""
"","5266","User can log out successfully","tests","2026-07-21","passed","2026-07-21","","test_logout","",""
"","36837","User can delete an available item","tests","2026-07-21","passed","2026-07-21","","test_delete_item","",""
"","36880","User can create a group and see it in the groups list","tests","2026-07-21","broken","2026-07-21","","test_group_detail","",""
"","2276","Items list page loads and search is available","tests","2026-07-21","passed","2026-07-21","","test_items_list","",""
