"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-26","skipped","2026-06-26","","test_borrow_return_flow","",""
"","3963","Moderator can edit group name and description","tests","2026-06-26","passed","2026-06-26","","test_edit_group","",""
"","18658","User can add a new item to their inventory","tests","2026-06-26","passed","2026-06-26","","test_add_item","",""
"","2120","Groups list page loads and displays correctly","tests","2026-06-26","passed","2026-06-26","","test_groups_list","",""
"","1479","Items list page loads and search is available","tests","2026-06-26","passed","2026-06-26","","test_items_list","",""
"","975","User can update their bio on the profile page","tests","2026-06-26","passed","2026-06-26","","test_profile","",""
"","5553","Moderator can generate an invite link for their group","tests","2026-06-26","passed","2026-06-26","","test_group_invite","",""
"","23284","User can delete an available item","tests","2026-06-26","passed","2026-06-26","","test_delete_item","",""
"","16364","User can create an item and see it in inventory","tests","2026-06-26","passed","2026-06-26","","test_item_detail","",""
"","597","Profile page loads and displays personal information","tests","2026-06-26","passed","2026-06-26","","test_profile","",""
"","5363","User can create a group and see it in the groups list","tests","2026-06-26","passed","2026-06-26","","test_group_detail","",""
"","2842","User can log in with email and password","tests","2026-06-26","passed","2026-06-26","","test_login","",""
"","3977","User can log out successfully","tests","2026-06-26","passed","2026-06-26","","test_logout","",""
"","3944","User can create a new group and become its moderator","tests","2026-06-26","passed","2026-06-26","","test_create_group","",""
"","20642","User can edit item name and description","tests","2026-06-26","passed","2026-06-26","","test_edit_item","",""
