"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2618","User can log out successfully","tests","2026-06-09","passed","2026-06-09","","test_logout","",""
"","1849","Moderator can edit group name and description","tests","2026-06-09","passed","2026-06-09","","test_edit_group","",""
"","9291","User can delete an available item","tests","2026-06-09","passed","2026-06-09","","test_delete_item","",""
"","6689","User can add a new item to their inventory","tests","2026-06-09","passed","2026-06-09","","test_add_item","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-09","skipped","2026-06-09","","test_borrow_return_flow","",""
"","2337","User can create a group and see it in the groups list","tests","2026-06-09","passed","2026-06-09","","test_group_detail","",""
"","2228","User can log in with email and password","tests","2026-06-09","passed","2026-06-09","","test_login","",""
"","6543","User can create an item and see it in inventory","tests","2026-06-09","passed","2026-06-09","","test_item_detail","",""
"","591","User can update their bio on the profile page","tests","2026-06-09","passed","2026-06-09","","test_profile","",""
"","6857","User can edit item name and description","tests","2026-06-09","passed","2026-06-09","","test_edit_item","",""
"","304","Profile page loads and displays personal information","tests","2026-06-09","passed","2026-06-09","","test_profile","",""
"","2598","Moderator can delete a group they created","tests","2026-06-09","passed","2026-06-09","","test_delete_group","",""
"","848","Groups list page loads and displays correctly","tests","2026-06-09","passed","2026-06-09","","test_groups_list","",""
"","849","Items list page loads and search is available","tests","2026-06-09","passed","2026-06-09","","test_items_list","",""
"","2421","Moderator can generate an invite link for their group","tests","2026-06-09","passed","2026-06-09","","test_group_invite","",""
"","1895","User can create a new group and become its moderator","tests","2026-06-09","passed","2026-06-09","","test_create_group","",""
