"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","54059","User can delete an available item","tests","2026-06-30","passed","2026-06-30","","test_delete_item","",""
"","478","Profile page loads and displays personal information","tests","2026-06-30","passed","2026-06-30","","test_profile","",""
"","6698","Moderator can edit group name and description","tests","2026-06-30","passed","2026-06-30","","test_edit_group","",""
"","41299","User can add a new item to their inventory","tests","2026-06-30","passed","2026-06-30","","test_add_item","",""
"","6775","User can create a new group and become its moderator","tests","2026-06-30","passed","2026-06-30","","test_create_group","",""
"","3236","User can log out successfully","tests","2026-06-30","passed","2026-06-30","","test_logout","",""
"","796","User can update their bio on the profile page","tests","2026-06-30","passed","2026-06-30","","test_profile","",""
"","4728","Groups list page loads and displays correctly","tests","2026-06-30","passed","2026-06-30","","test_groups_list","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-30","skipped","2026-06-30","","test_borrow_return_flow","",""
"","37817","User can create an item and see it in inventory","tests","2026-06-30","passed","2026-06-30","","test_item_detail","",""
"","39275","User can edit item name and description","tests","2026-06-30","passed","2026-06-30","","test_edit_item","",""
"","9515","Moderator can generate an invite link for their group","tests","2026-06-30","passed","2026-06-30","","test_group_invite","",""
"","1119","Items list page loads and search is available","tests","2026-06-30","passed","2026-06-30","","test_items_list","",""
"","2609","User can log in with email and password","tests","2026-06-30","passed","2026-06-30","","test_login","",""
"","9492","User can create a group and see it in the groups list","tests","2026-06-30","passed","2026-06-30","","test_group_detail","",""
