"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-29","skipped","2026-06-29","","test_borrow_return_flow","",""
"","2690","Groups list page loads and displays correctly","tests","2026-06-29","passed","2026-06-29","","test_groups_list","",""
"","24125","User can edit item name and description","tests","2026-06-29","passed","2026-06-29","","test_edit_item","",""
"","29730","User can delete an available item","tests","2026-06-29","passed","2026-06-29","","test_delete_item","",""
"","20694","User can add a new item to their inventory","tests","2026-06-29","passed","2026-06-29","","test_add_item","",""
"","19697","User can create an item and see it in inventory","tests","2026-06-29","passed","2026-06-29","","test_item_detail","",""
"","1618","Items list page loads and search is available","tests","2026-06-29","passed","2026-06-29","","test_items_list","",""
"","2974","User can log in with email and password","tests","2026-06-29","passed","2026-06-29","","test_login","",""
"","3514","User can log out successfully","tests","2026-06-29","passed","2026-06-29","","test_logout","",""
"","4397","User can create a new group and become its moderator","tests","2026-06-29","passed","2026-06-29","","test_create_group","",""
"","1167","User can update their bio on the profile page","tests","2026-06-29","passed","2026-06-29","","test_profile","",""
"","6106","Moderator can generate an invite link for their group","tests","2026-06-29","passed","2026-06-29","","test_group_invite","",""
"","550","Profile page loads and displays personal information","tests","2026-06-29","passed","2026-06-29","","test_profile","",""
"","4259","Moderator can edit group name and description","tests","2026-06-29","passed","2026-06-29","","test_edit_group","",""
"","6058","User can create a group and see it in the groups list","tests","2026-06-29","passed","2026-06-29","","test_group_detail","",""
