"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4936","User can create a group and see it in the groups list","tests","2026-06-26","passed","2026-06-26","","test_group_detail","",""
"","3889","Moderator can edit group name and description","tests","2026-06-26","passed","2026-06-26","","test_edit_group","",""
"","917","User can update their bio on the profile page","tests","2026-06-26","passed","2026-06-26","","test_profile","",""
"","550","Profile page loads and displays personal information","tests","2026-06-26","passed","2026-06-26","","test_profile","",""
"","15283","User can create an item and see it in inventory","tests","2026-06-26","passed","2026-06-26","","test_item_detail","",""
"","3575","User can create a new group and become its moderator","tests","2026-06-26","passed","2026-06-26","","test_create_group","",""
"","17279","User can add a new item to their inventory","tests","2026-06-26","passed","2026-06-26","","test_add_item","",""
"","2657","User can log in with email and password","tests","2026-06-26","passed","2026-06-26","","test_login","",""
"","18270","User can edit item name and description","tests","2026-06-26","passed","2026-06-26","","test_edit_item","",""
"","1319","Items list page loads and search is available","tests","2026-06-26","passed","2026-06-26","","test_items_list","",""
"","3869","User can log out successfully","tests","2026-06-26","passed","2026-06-26","","test_logout","",""
"","22011","User can delete an available item","tests","2026-06-26","passed","2026-06-26","","test_delete_item","",""
"","4928","Moderator can generate an invite link for their group","tests","2026-06-26","passed","2026-06-26","","test_group_invite","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-26","skipped","2026-06-26","","test_borrow_return_flow","",""
"","2290","Groups list page loads and displays correctly","tests","2026-06-26","passed","2026-06-26","","test_groups_list","",""
