"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2541","User can log in with email and password","tests","2026-06-26","passed","2026-06-26","","test_login","",""
"","19458","User can edit item name and description","tests","2026-06-26","passed","2026-06-26","","test_edit_item","",""
"","780","User can update their bio on the profile page","tests","2026-06-26","passed","2026-06-26","","test_profile","",""
"","474","Profile page loads and displays personal information","tests","2026-06-26","passed","2026-06-26","","test_profile","",""
"","1239","Items list page loads and search is available","tests","2026-06-26","passed","2026-06-26","","test_items_list","",""
"","17741","User can add a new item to their inventory","tests","2026-06-26","passed","2026-06-26","","test_add_item","",""
"","17833","User can create an item and see it in inventory","tests","2026-06-26","passed","2026-06-26","","test_item_detail","",""
"","26476","User can delete an available item","tests","2026-06-26","passed","2026-06-26","","test_delete_item","",""
"","4627","Moderator can generate an invite link for their group","tests","2026-06-26","passed","2026-06-26","","test_group_invite","",""
"","2123","Groups list page loads and displays correctly","tests","2026-06-26","passed","2026-06-26","","test_groups_list","",""
"","3620","User can create a new group and become its moderator","tests","2026-06-26","passed","2026-06-26","","test_create_group","",""
"","4887","User can create a group and see it in the groups list","tests","2026-06-26","passed","2026-06-26","","test_group_detail","",""
"","3486","Moderator can edit group name and description","tests","2026-06-26","passed","2026-06-26","","test_edit_group","",""
"","3419","User can log out successfully","tests","2026-06-26","passed","2026-06-26","","test_logout","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-26","skipped","2026-06-26","","test_borrow_return_flow","",""
