"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3906","Moderator can generate an invite link for their group","tests","2026-06-10","passed","2026-06-10","","test_group_invite","",""
"","3326","User can log out successfully","tests","2026-06-10","passed","2026-06-10","","test_logout","",""
"","3181","Moderator can edit group name and description","tests","2026-06-10","passed","2026-06-10","","test_edit_group","",""
"","3836","User can create a group and see it in the groups list","tests","2026-06-10","passed","2026-06-10","","test_group_detail","",""
"","3905","Moderator can delete a group they created","tests","2026-06-10","passed","2026-06-10","","test_delete_group","",""
"","9543","User can add a new item to their inventory","tests","2026-06-10","passed","2026-06-10","","test_add_item","",""
"","1669","Groups list page loads and displays correctly","tests","2026-06-10","passed","2026-06-10","","test_groups_list","",""
"","8623","User can create an item and see it in inventory","tests","2026-06-10","passed","2026-06-10","","test_item_detail","",""
"","954","User can update their bio on the profile page","tests","2026-06-10","passed","2026-06-10","","test_profile","",""
"","12610","User can delete an available item","tests","2026-06-10","passed","2026-06-10","","test_delete_item","",""
"","9772","User can edit item name and description","tests","2026-06-10","passed","2026-06-10","","test_edit_item","",""
"","570","Profile page loads and displays personal information","tests","2026-06-10","passed","2026-06-10","","test_profile","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-10","skipped","2026-06-10","","test_borrow_return_flow","",""
"","2648","User can log in with email and password","tests","2026-06-10","passed","2026-06-10","","test_login","",""
"","3072","User can create a new group and become its moderator","tests","2026-06-10","passed","2026-06-10","","test_create_group","",""
"","1564","Items list page loads and search is available","tests","2026-06-10","passed","2026-06-10","","test_items_list","",""
