"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5994","Moderator can generate an invite link for their group","tests","2026-06-28","passed","2026-06-28","","test_group_invite","",""
"","22021","User can add a new item to their inventory","tests","2026-06-28","passed","2026-06-28","","test_add_item","",""
"","2549","Groups list page loads and displays correctly","tests","2026-06-28","passed","2026-06-28","","test_groups_list","",""
"","5568","User can create a group and see it in the groups list","tests","2026-06-28","passed","2026-06-28","","test_group_detail","",""
"","24034","User can edit item name and description","tests","2026-06-28","passed","2026-06-28","","test_edit_item","",""
"","3937","User can create a new group and become its moderator","tests","2026-06-28","passed","2026-06-28","","test_create_group","",""
"","4149","User can log out successfully","tests","2026-06-28","passed","2026-06-28","","test_logout","",""
"","4289","Moderator can edit group name and description","tests","2026-06-28","passed","2026-06-28","","test_edit_group","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-28","skipped","2026-06-28","","test_borrow_return_flow","",""
"","19870","User can create an item and see it in inventory","tests","2026-06-28","passed","2026-06-28","","test_item_detail","",""
"","28612","User can delete an available item","tests","2026-06-28","passed","2026-06-28","","test_delete_item","",""
"","947","User can update their bio on the profile page","tests","2026-06-28","passed","2026-06-28","","test_profile","",""
"","3216","User can log in with email and password","tests","2026-06-28","passed","2026-06-28","","test_login","",""
"","1351","Items list page loads and search is available","tests","2026-06-28","passed","2026-06-28","","test_items_list","",""
"","553","Profile page loads and displays personal information","tests","2026-06-28","passed","2026-06-28","","test_profile","",""
