"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9631","User can edit item name and description","tests","2026-06-10","passed","2026-06-10","","test_edit_item","",""
"","7945","User can create an item and see it in inventory","tests","2026-06-10","passed","2026-06-10","","test_item_detail","",""
"","3033","Moderator can generate an invite link for their group","tests","2026-06-10","passed","2026-06-10","","test_group_invite","",""
"","2363","User can create a new group and become its moderator","tests","2026-06-10","passed","2026-06-10","","test_create_group","",""
"","2407","User can log in with email and password","tests","2026-06-10","passed","2026-06-10","","test_login","",""
"","702","User can update their bio on the profile page","tests","2026-06-10","passed","2026-06-10","","test_profile","",""
"","3513","Moderator can delete a group they created","tests","2026-06-10","passed","2026-06-10","","test_delete_group","",""
"","1018","Items list page loads and search is available","tests","2026-06-10","passed","2026-06-10","","test_items_list","",""
"","8247","User can add a new item to their inventory","tests","2026-06-10","passed","2026-06-10","","test_add_item","",""
"","3238","User can log out successfully","tests","2026-06-10","passed","2026-06-10","","test_logout","",""
"","1319","Groups list page loads and displays correctly","tests","2026-06-10","passed","2026-06-10","","test_groups_list","",""
"","10871","User can delete an available item","tests","2026-06-10","passed","2026-06-10","","test_delete_item","",""
"","482","Profile page loads and displays personal information","tests","2026-06-10","passed","2026-06-10","","test_profile","",""
"","3134","User can create a group and see it in the groups list","tests","2026-06-10","passed","2026-06-10","","test_group_detail","",""
"","2519","Moderator can edit group name and description","tests","2026-06-10","passed","2026-06-10","","test_edit_group","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-10","skipped","2026-06-10","","test_borrow_return_flow","",""
