"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23285","User can add a new item to their inventory","tests","2026-06-29","passed","2026-06-29","","test_add_item","",""
"","614","Profile page loads and displays personal information","tests","2026-06-29","passed","2026-06-29","","test_profile","",""
"","23205","User can create an item and see it in inventory","tests","2026-06-29","passed","2026-06-29","","test_item_detail","",""
"","6444","Moderator can generate an invite link for their group","tests","2026-06-29","passed","2026-06-29","","test_group_invite","",""
"","2760","Groups list page loads and displays correctly","tests","2026-06-29","passed","2026-06-29","","test_groups_list","",""
"","24294","User can edit item name and description","tests","2026-06-29","passed","2026-06-29","","test_edit_item","",""
"","4412","Moderator can edit group name and description","tests","2026-06-29","passed","2026-06-29","","test_edit_group","",""
"","1413","Items list page loads and search is available","tests","2026-06-29","passed","2026-06-29","","test_items_list","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-29","skipped","2026-06-29","","test_borrow_return_flow","",""
"","2626","User can log in with email and password","tests","2026-06-29","passed","2026-06-29","","test_login","",""
"","948","User can update their bio on the profile page","tests","2026-06-29","passed","2026-06-29","","test_profile","",""
"","3588","User can log out successfully","tests","2026-06-29","passed","2026-06-29","","test_logout","",""
"","31289","User can delete an available item","tests","2026-06-29","passed","2026-06-29","","test_delete_item","",""
"","4794","User can create a new group and become its moderator","tests","2026-06-29","passed","2026-06-29","","test_create_group","",""
"","6376","User can create a group and see it in the groups list","tests","2026-06-29","passed","2026-06-29","","test_group_detail","",""
