"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22336","User can edit item name and description","tests","2026-06-27","passed","2026-06-27","","test_edit_item","",""
"","18163","User can create an item and see it in inventory","tests","2026-06-27","passed","2026-06-27","","test_item_detail","",""
"","25595","User can delete an available item","tests","2026-06-27","passed","2026-06-27","","test_delete_item","",""
"","22332","User can add a new item to their inventory","tests","2026-06-27","passed","2026-06-27","","test_add_item","",""
"","3975","User can create a new group and become its moderator","tests","2026-06-27","passed","2026-06-27","","test_create_group","",""
"","5845","User can create a group and see it in the groups list","tests","2026-06-27","passed","2026-06-27","","test_group_detail","",""
"","935","User can update their bio on the profile page","tests","2026-06-27","passed","2026-06-27","","test_profile","",""
"","4210","Moderator can edit group name and description","tests","2026-06-27","passed","2026-06-27","","test_edit_group","",""
"","555","Profile page loads and displays personal information","tests","2026-06-27","passed","2026-06-27","","test_profile","",""
"","1358","Items list page loads and search is available","tests","2026-06-27","passed","2026-06-27","","test_items_list","",""
"","0","Full borrow and return flow — from request to confirmed return","tests","2026-06-27","skipped","2026-06-27","","test_borrow_return_flow","",""
"","3907","User can log out successfully","tests","2026-06-27","passed","2026-06-27","","test_logout","",""
"","5423","Moderator can generate an invite link for their group","tests","2026-06-27","passed","2026-06-27","","test_group_invite","",""
"","2393","Groups list page loads and displays correctly","tests","2026-06-27","passed","2026-06-27","","test_groups_list","",""
"","3084","User can log in with email and password","tests","2026-06-27","passed","2026-06-27","","test_login","",""
